Subject,SubjectLabel,Relation,Object,ObjectLabel
2022年度河南五大考古新发现,荣誉称号,date,2023年3月21日,时间
二里头都邑多网格式布局,遗迹,honoraryTitle,2022年度全国十大考古新发现,荣誉称号
2022年度全国十大考古新发现,荣誉称号,date,2023年3月28日,时间
二里头遗,大遗址,wasDiscoveredby,徐旭生,人物
二里头遗址,大遗址,wasDiscoveredby,徐旭生,人物
二里头遗址,大遗址,wasDiscoveredin,1959年,时间
铜器,器物,hasAmount,99件,数量
纯铜,质料,hasAmount,13件,数量
锡青铜,质料,hasAmount,31件,数量
铅锡青铜,质料,hasAmount,36件,数量
铅青铜,质料,hasAmount,11件,数量
砷青铜,质料,hasAmount,4件,数量
铅锡砷青铜,质料,hasAmount,2件,数量
砷锡青铜,质料,hasAmount,1件,数量
铅砷青铜,质料,hasAmount,1件,数量
铜器,器物,material,纯铜,质料
铜器,器物,material,锡青铜,质料
铜器,器物,material,铅锡青铜,质料
铜器,器物,material,铅青铜,质料
铜器,器物,material,砷青铜,质料
铜器,器物,material,铅锡砷青铜,质料
铜器,器物,material,砷锡青铜,质料
铜器,器物,material,铅砷青铜,质料
黑龙江,地点,possessestheRuin,渤海国上京龙泉府遗址,大遗址
黑龙江,地点,possessestheRuin,金上京会宁府遗址,大遗址
上海市,地点,possessestheRuin,青龙镇遗址,大遗址
江苏省,地点,possessestheRuin,鸿山墓群,大遗址
江苏省,地点,possessestheRuin,阖闾城遗址,大遗址
江苏省,地点,possessestheRuin,徐州汉墓群,大遗址
江苏省,地点,possessestheRuin,南朝陵墓群,大遗址
江苏省,地点,possessestheRuin,扬州城遗址,大遗址
江苏省,地点,possessestheRuin,明故宫遗址,大遗址
浙江省,地点,possessestheRuin,上山遗址,大遗址
浙江省,地点,possessestheRuin,河姆渡遗址,大遗址
浙江省,地点,possessestheRuin,良渚遗址,大遗址
浙江省,地点,possessestheRuin,安吉古城遗址,大遗址
浙江省,地点,possessestheRuin,上林湖越窑遗址,大遗址
浙江省,地点,possessestheRuin,大窑龙泉窑遗址,大遗址
浙江省,地点,possessestheRuin,临安城遗址,大遗址
浙江省,地点,possessestheRuin,宋六陵,大遗址
安徽省,地点,possessestheRuin,凌家滩遗址,大遗址
安徽省,地点,possessestheRuin,双墩遗址,大遗址
安徽省,地点,possessestheRuin,禹会村遗址,大遗址
安徽省,地点,possessestheRuin,寿春城遗址,大遗址
安徽省,地点,possessestheRuin,大工山-凤凰山铜矿遗址,大遗址
安徽省,地点,possessestheRuin,明中都遗址,大遗址
福建省,地点,possessestheRuin,万寿岩遗址,大遗址
福建省,地点,possessestheRuin,平潭壳丘头遗址群,大遗址
福建省,地点,possessestheRuin,城村汉城遗址,大遗址
福建省,地点,possessestheRuin,德化窑遗址,大遗址
江西省,地点,possessestheRuin,吴城遗址（含筑卫城遗址）,大遗址
江西省,地点,possessestheRuin,紫金城城址与铁河古墓群（南昌汉代海昏侯墓）,大遗址
江西省,地点,possessestheRuin,铜岭铜矿遗址,大遗址
江西省,地点,possessestheRuin,吉州窑遗址,大遗址
江西省,地点,possessestheRuin,御窑厂窑址（含湖田窑址、高岭瓷土矿遗址）,大遗址
仰韶村遗址,大遗址,islocatedin,河南省,地点
北阳平遗址,大遗址,islocatedin,河南省,地点
大河村遗址,大遗址,islocatedin,河南省,地点
平粮台古城遗址,大遗址,islocatedin,河南省,地点
二里头遗址,大遗址,islocatedin,河南省,地点
偃师商城遗址,大遗址,islocatedin,河南省,地点
郑州商城遗址,大遗址,islocatedin,河南省,地点
小双桥遗址,大遗址,islocatedin,河南省,地点
殷墟,大遗址,islocatedin,河南省,地点
郑韩故城,大遗址,islocatedin,河南省,地点
汉魏洛阳故城,大遗址,islocatedin,河南省,地点
邙山陵墓群,大遗址,islocatedin,河南省,地点
隋唐洛阳城遗址,大遗址,islocatedin,河南省,地点
北宋东京城遗址,大遗址,islocatedin,河南省,地点
宋陵,大遗址,islocatedin,河南省,地点
清凉寺汝官窑遗址,大遗址,islocatedin,河南省,地点
河南省,地点,possessestheRuin,仰韶村遗址,大遗址
河南省,地点,possessestheRuin,北阳平遗址,大遗址
河南省,地点,possessestheRuin,大河村遗址,大遗址
河南省,地点,possessestheRuin,平粮台古城遗址,大遗址
河南省,地点,possessestheRuin,二里头遗址,大遗址
河南省,地点,possessestheRuin,偃师商城遗址,大遗址
河南省,地点,possessestheRuin,郑州商城遗址,大遗址
河南省,地点,possessestheRuin,小双桥遗址,大遗址
河南省,地点,possessestheRuin,殷墟,大遗址
河南省,地点,possessestheRuin,郑韩故城,大遗址
河南省,地点,possessestheRuin,汉魏洛阳故城,大遗址
河南省,地点,possessestheRuin,邙山陵墓群,大遗址
河南省,地点,possessestheRuin,隋唐洛阳城遗址,大遗址
河南省,地点,possessestheRuin,北宋东京城遗址,大遗址
河南省,地点,possessestheRuin,宋陵,大遗址
河南省,地点,possessestheRuin,清凉寺汝官窑遗址,大遗址
新 疆,地点,possessestheRuin,吉仁台沟口遗址,大遗址
新 疆,地点,possessestheRuin,北庭故城遗址,大遗址
新 疆,地点,possessestheRuin,苏巴什佛寺遗址,大遗址
新 疆,地点,possessestheRuin,交河故城,大遗址
新 疆,地点,possessestheRuin,高昌故城,大遗址
新 疆,地点,possessestheRuin,达勒特古城遗址,大遗址
新 疆,地点,possessestheRuin,卓尔库特古城遗址,大遗址
新 疆,地点,possessestheRuin,阔纳协海尔古城遗址,大遗址
新 疆,地点,possessestheRuin,坎儿井地下水利工程,大遗址
仰韶村遗址,大遗址,islocatedin,三门峡市,地点
三门峡市,地点,islocatedin,河南省,地点
北阳平遗址,大遗址,islocatedin,灵宝市,地点
灵宝市,地点,islocatedin,河南省,地点
大河村遗址,大遗址,islocatedin,郑州市,地点
郑州市,地点,islocatedin,河南省,地点
平粮台古城遗址,大遗址,islocatedin,周口市,地点
周口市,地点,islocatedin,河南省,地点
二里头遗址,大遗址,islocatedin,洛阳市,地点
洛阳市,地点,islocatedin,河南省,地点
偃师商城遗址,大遗址,islocatedin,洛阳市,地点
郑州商城遗址,大遗址,islocatedin,郑州市,地点
小双桥遗址,大遗址,islocatedin,郑州市,地点
殷墟,大遗址,islocatedin,安阳市,地点
安阳市,地点,islocatedin,河南省,地点
郑韩故城,大遗址,islocatedin,新郑市,地点
新郑市,地点,islocatedin,河南省,地点
汉魏洛阳故城,大遗址,islocatedin,洛阳市,地点
邙山陵墓群,大遗址,islocatedin,洛阳市,地点
隋唐洛阳城遗址,大遗址,islocatedin,洛阳市,地点
北宋东京城遗址,大遗址,islocatedin,开封市,地点
开封市,地点,isCollectedin,河南省,地点
宋陵,大遗址,islocatedin,巩义市,地点
巩义市,地点,islocatedin,河南省,地点
清凉寺汝官窑遗址,大遗址,islocatedin,平顶山市,地点
平顶山市,地点,islocatedin,河南省,地点
